,Data,hora,Modalidade,Nipe,Categoria,Time da Casa,Estado de Origem: Time da Casa,resultado final time da casa,X,resultado final visitante,Visitante,Estado de Origem: Time Visitante,Local,Campeonato,Cidade,Estado,total de pontos;
604,06/23/1973,,XV,Masculino,Adulto,SPAC ‘B’,,4,X,68,Liceu Pasteur,SP,,Campeonato Brasileiro - Série B,,,;
605,06/24/1973,,XV,Masculino,Adulto,Barbarians,SP,21,X,4,Rio Rugby,RJ,,Campeonato Brasileiro - Série A,São Paulo,SP,;
606,06/24/1973,,XV,Masculino,Adulto,Barbarians B,SP,17,X,6,Poli,SP,,Campeonato Brasileiro - Série B,,,;
617,08/04/1973,,XV,Masculino,Adulto,Rio Cricket,,6,X,26,Nippon,,,Campeonato Brasileiro - Série B,,,;
618,08/11/1973,,XV,Masculino,Adulto,Rio Rugby,RJ,10,X,17,Engenharia Mackenzie,SP,,Campeonato Brasileiro - Série A,São Paulo,SP,;
619,08/11/1973,,XV,Masculino,Adulto,Nippon,,9,X,34,Nippon,,,Campeonato Brasileiro - Série B,,,;
620,08/12/1973,,XV,Masculino,Adulto,Barbarians B,SP,0,X,12,SPAC B,SP,,Campeonato Brasileiro - Série B,,,;
621,08/12/1973,,XV,Masculino,Adulto,Poli,SP,8,X,20,Liceu Pasteur,SP,,Campeonato Brasileiro - Série B,São Paulo,SP,;
622,08/18/1973,,XV,Masculino,Adulto,SPAC,,11,X,12,Engenharia Mackenzie,SP,,Campeonato Brasileiro - Série B,,,;
623,08/18/1973,,XV,Masculino,Adulto,Escola Técnica,,7,X,6,Engenharia Mackenzie B,,,Campeonato Brasileiro - Série B,,,;
624,08/18/1973,,XV,Masculino,Adulto,Nippon,SP,0,X,12,Barbarians,SP,,Campeonato Brasileiro - Série A,São Paulo,SP,;
625,08/18/1973,,XV,Masculino,Adulto,Rio CAA,RJ,0,X,19,Medicina,SP,,Campeonato Brasileiro - Série A,São Paulo,SP,;
626,08/18/1973,,XV,Masculino,Adulto,SPAC ‘B’,SP,3,X,38,Poli,SP,,Campeonato Brasileiro - Série B,São Paulo,SP,;
627,08/19/1973,,XV,Masculino,Adulto,Pasteur,SP,36,X,6,Escola Técnica,SP,,Campeonato Brasileiro - Série B,,,;
628,08/19/1973,,XV,Masculino,Adulto,Barbarians B,SP,4,X,54,Medicina,SP,,Campeonato Brasileiro - Série B,São Paulo,SP,;
629,08/25/1973,,XV,Masculino,Adulto,Pasteur,SP,32,X,3,Engenharia Mackenzie B,SP,,Campeonato Brasileiro - Série B,,,;
630,08/25/1973,,XV,Masculino,Adulto,Medicina B,SP,10,X,7,Poli,SP,,Campeonato Brasileiro - Série B,São Paulo,SP,;
631,09/01/1973,,XV,Masculino,Adulto,Medicina,SP,6,X,25,SPAC,SP,,Campeonato Brasileiro - Série B,São Paulo,SP,;
632,09/01/1973,,XV,Masculino,Adulto,SPAC B,,0,X,34,Medicina B,SP,,Campeonato Brasileiro - Série B,,,;
633,09/01/1973,,XV,Masculino,Adulto,Engenharia Mackenzie,SP,28,X,0,Nippon,SP,,Campeonato Brasileiro - Série A,São Paulo,SP,;
634,09/01/1973,,XV,Masculino,Adulto,Rio CAA,RJ,16,X,18,Barbarians,SP,,Campeonato Brasileiro - Série A,Rio de Janeiro,SP,;
635,09/02/1973,,XV,Masculino,Adulto,Engenharia Mackenzie B,,12,X,0,Barbarians B,SP,,Campeonato Brasileiro - Série B,,,;
636,09/15/1973,,XV,Masculino,Adulto,Barbarians,,7,X,16,SPAC,SP,,Campeonato Brasileiro - Série B,,,;
637,09/15/1973,,XV,Masculino,Adulto,Medicina B,SP,4,X,16,Liceu Pasteur,SP,,Campeonato Brasileiro - Série B,,,;
638,09/15/1973,,XV,Masculino,Adulto,Medicina,SP,32,X,3,Nippon,SP,,Campeonato Brasileiro - Série A,São Paulo,SP,;
639,09/16/1973,,XV,Masculino,Adulto,Escola Técnica,,4,X,48,Barbarians B,,,Campeonato Brasileiro - Série B,,,;
640,09/22/1973,,XV,Masculino,Adulto,SPAC,,12,X,0,Rio Cricket,,,Campeonato Brasileiro - Série B,,,;
641,09/22/1973,,XV,Masculino,Adulto,Escola Técnica,,6,X,20,Poli,SP,,Campeonato Brasileiro - Série B,,,;
642,09/22/1973,,XV,Masculino,Adulto,Engenharia Mackenzie,SP,19,X,13,Medicina,SP,,Campeonato Brasileiro - Série A,São Paulo,SP,;
643,09/22/1973,,XV,Masculino,Adulto,Pasteur,SP,26,X,6,SPAC B,SP,,Campeonato Brasileiro - Série B,São Paulo,SP,;
644,09/22/1973,,XV,Masculino,Adulto,Engenharia Mackenzie B,SP,12,X,20,Medicina,SP,,Campeonato Brasileiro - Série B,São Paulo,SP,;
645,09/29/1973,,XV,Masculino,Adulto,Engenharia Mackenzie B,SP,4,X,18,SPAC B,SP,,Campeonato Brasileiro - Série B,,,;
646,09/29/1973,,XV,Masculino,Adulto,Medicina B,SP,13,X,3,Escola Técnica,SP,,Campeonato Brasileiro - Série B,São Paulo,SP,;
648,10/06/1973,,XV,Masculino,Adulto,SPAC B,,10,X,28,Escola Técnica,,,Campeonato Brasileiro - Série B,,,;
649,10/07/1973,,XV,Masculino,Adulto,Barbarians B,SP,12,X,16,Liceu Pasteur,SP,,Campeonato Brasileiro - Série B,,,;
661,11/17/1973,,XV,Masculino,Adulto,Poli,SP,12,X,0,Barbarians B,,,Campeonato Brasileiro - Série B,,,;
662,11/24/1973,,XV,Masculino,Adulto,Barbarians,,0,X,27,Medicina,SP,,Campeonato Brasileiro - Série B,,,;
663,11/24/1973,,XV,Masculino,Adulto,Poli,SP,22,X,10,Engenharia Mackenzie,SP,,Campeonato Brasileiro - Série B,,,;
664,12/01/1973,,XV,Masculino,Adulto,Barbarians,,20,X,0,Engenharia Mackenzie,SP,,Campeonato Brasileiro - Série B,,,;
683,12/08/1973,,XV,Masculino,Adulto,Engenharia Mackenzie,,3,X,15,Rio Cricket,,,Campeonato Brasileiro - Série B,,,;
713,04/27/1974,,XV,Masculino,Adulto,SPAC ‘B’,,10,X,4,Escola Técnica,,,Campeonato Brasileiro - Série B,,,;
714,04/27/1974,,XV,Masculino,Adulto,SPAC,,13,X,6,Pasteur,,,Campeonato Brasileiro - Série A,,,;
716,04/27/1974,,XV,Masculino,Adulto,SPAC ‘B’,,10,X,4,Escola Técnica,,,Campeonato Brasileiro - Série B,,,;
717,04/27/1974,,XV,Masculino,Adulto,SPAC,,13,X,6,Pasteur,,,Campeonato Brasileiro - Série A,,,;
718,04/28/1974,,XV,Masculino,Adulto,Niterói,RJ,52,X,3,Poli,,,Campeonato Brasileiro - Série B,,,;
719,04/28/1974,,XV,Masculino,Adulto,Niterói,RJ,52,X,3,Poli,,,Campeonato Brasileiro - Série B,,,;
722,05/04/1974,,XV,Masculino,Adulto,Escola Técnica,,10,X,6,Engenharia Mackenzie B,,,Campeonato Brasileiro - Série B,,,;
723,05/04/1974,,XV,Masculino,Adulto,Pasteur,SP,22,X,10,Engenharia Mackenzie,,,Campeonato Brasileiro - Série A,,,;
724,05/04/1974,,XV,Masculino,Adulto,Nippon,,34,X,18,Barbarians,,,Campeonato Brasileiro - Série A,,,;
727,05/04/1974,,XV,Masculino,Adulto,Escola Técnica,,10,X,6,Engenharia Mackenzie B,,,Campeonato Brasileiro - Série B,,,;
728,05/04/1974,,XV,Masculino,Adulto,Pasteur,SP,22,X,10,Engenharia Mackenzie,,,Campeonato Brasileiro - Série A,,,;
729,05/04/1974,,XV,Masculino,Adulto,Nippon,,34,X,18,Barbarians,,,Campeonato Brasileiro - Série A,,,;
730,05/05/1974,,XV,Masculino,Adulto,Bauru,,16,X,26,SPAC B,,,Campeonato Brasileiro - Série B,,,;
731,05/05/1974,,XV,Masculino,Adulto,Bauru,,16,X,26,SPAC B,,,Campeonato Brasileiro - Série B,,,;
732,05/11/1974,,XV,Masculino,Adulto,SPAC ‘B’,,49,X,0,Barbarians B,,,Campeonato Brasileiro - Série B,,,;
733,05/11/1974,,XV,Masculino,Adulto,Poli,SP,22,X,0,Engenharia Mackenzie B,,,Campeonato Brasileiro - Série B,,,;
734,05/11/1974,,XV,Masculino,Adulto,Barbarians,,4,X,36,SPAC,,,Campeonato Brasileiro - Série A,,,;
735,05/11/1974,,XV,Masculino,Adulto,Engenharia Mackenzie,SP,13,X,9,Nippon,,,Campeonato Brasileiro - Série A,,,;
736,05/11/1974,,XV,Masculino,Adulto,SPAC ‘B’,,49,X,0,Barbarians B,,,Campeonato Brasileiro - Série B,,,;
737,05/11/1974,,XV,Masculino,Adulto,Poli,SP,22,X,0,Engenharia Mackenzie B,,,Campeonato Brasileiro - Série B,,,;
738,05/11/1974,,XV,Masculino,Adulto,Barbarians,,4,X,36,SPAC,,,Campeonato Brasileiro - Série A,,,;
739,05/11/1974,,XV,Masculino,Adulto,Engenharia Mackenzie,SP,13,X,9,Nippon,,,Campeonato Brasileiro - Série A,,,;
741,05/18/1974,,XV,Masculino,Adulto,Medicina B,SP,47,X,3,Barbarians B,,,Campeonato Brasileiro - Série B,,,;
742,05/18/1974,,XV,Masculino,Adulto,Engenharia Mackenzie B,SP,0,X,17,SPAC B,SP,,Campeonato Brasileiro - Série B,,,;
743,05/18/1974,,XV,Masculino,Adulto,Rio CAA,,12,X,24,Nippon,,,Campeonato Brasileiro - Série A,,,;
744,05/19/1974,,XV,Masculino,Adulto,Escola Técnica,,20,X,16,Bauru,,,Campeonato Brasileiro - Série B,,,;
745,05/19/1974,,XV,Masculino,Adulto,Barbarians,,10,X,36,Pasteur,,,Campeonato Brasileiro - Série A,,,;
747,05/25/1974,,XV,Masculino,Adulto,Engenharia Mackenzie B,SP,0,X,36,Niterói,RJ,,Campeonato Brasileiro - Série B,,,;
748,05/25/1974,,XV,Masculino,Adulto,Pasteur,SP,18,X,12,Nippon,,,Campeonato Brasileiro - Série A,,,;
749,05/26/1974,,XV,Masculino,Adulto,Escola Técnica,,10,X,15,Medicina B,,,Campeonato Brasileiro - Série B,,,;
750,05/26/1974,,XV,Masculino,Adulto,Barbarians B,SP,0,X,36,Niterói,SP,,Campeonato Brasileiro - Série B,,,;
751,05/26/1974,,XV,Masculino,Adulto,Bauru,,4,X,12,Poli,,,Campeonato Brasileiro - Série B,,,;
752,06/01/1974,,XV,Masculino,Adulto,Engenharia Mackenzie B,SP,42,X,0,Barbarians B,SP,,Campeonato Brasileiro - Série B,,,;
753,06/01/1974,,XV,Masculino,Adulto,SPAC ‘B’,,24,X,0,Medicina B,,,Campeonato Brasileiro - Série B,,,;
754,06/01/1974,,XV,Masculino,Adulto,Poli,SP,10,X,0,Escola Técnica,,,Campeonato Brasileiro - Série B,,,;
758,06/08/1974,,XV,Masculino,Adulto,Medicina B,SP,8,X,47,Poli,,,Campeonato Brasileiro - Série B,,,;
759,06/08/1974,,XV,Masculino,Adulto,Medicina,SP,4,X,12,Pasteur,,,Campeonato Brasileiro - Série A,,,;
760,06/08/1974,,XV,Masculino,Adulto,Nippon,,17,X,12,SPAC,,,Campeonato Brasileiro - Série A,,,;
761,06/08/1974,,XV,Masculino,Adulto,Rio CAA,,36,X,12,Engenharia Mackenzie,,,Campeonato Brasileiro - Série A,,,;
762,06/09/1974,,XV,Masculino,Adulto,Barbarians B,SP,16,X,4,Bauru,SP,,Campeonato Brasileiro - Série B,,,;
763,06/15/1974,,XV,Masculino,Adulto,Poli,SP,6,X,0,SPAC B,,,Campeonato Brasileiro - Série B,,,;
764,06/15/1974,,XV,Masculino,Adulto,Pasteur,SP,9,X,7,Rio CAA,,,Campeonato Brasileiro - Série A,,,;
765,06/15/1974,,XV,Masculino,Adulto,Engenharia Mackenzie,SP,0,X,25,Medicina,,,Campeonato Brasileiro - Série A,,,;
766,06/16/1974,,XV,Masculino,Adulto,Bauru,,12,X,0,Engenharia Mackenzie B,,,Campeonato Brasileiro - Série B,,,;
767,06/16/1974,,XV,Masculino,Adulto,Niterói,RJ,35,X,0,Escola Técnica,,,Campeonato Brasileiro - Série B,,,;
768,06/16/1974,,XV,Masculino,Adulto,Barbarians,,15,X,14,Rio CAA,,,Campeonato Brasileiro - Série A,,,;
769,06/22/1974,,XV,Masculino,Adulto,SPAC ‘B’,,7,X,12,Niterói,,,Campeonato Brasileiro - Série B,,,;
770,06/22/1974,,XV,Masculino,Adulto,Engenharia Mackenzie B,SP,29,X,0,Medicina B,SP,,Campeonato Brasileiro - Série B,,,;
771,06/23/1974,,XV,Masculino,Adulto,Bauru,,0,X,4,Niterói,,,Campeonato Brasileiro - Série B,,,;
772,06/23/1974,,XV,Masculino,Adulto,Barbarians B,SP,3,X,15,Escola Técnica,SP,,Campeonato Brasileiro - Série B,,,;
773,06/29/1974,,XV,Masculino,Adulto,Poli,SP,12,X,0,Barbarians B,,,Campeonato Brasileiro - Série B,,,;
774,06/29/1974,,XV,Masculino,Adulto,Rio CAA,,9,X,10,SPAC,,,Campeonato Brasileiro - Série A,,,;
775,06/30/1974,,XV,Masculino,Adulto,Medicina B,SP,30,X,18,Bauru,,,Campeonato Brasileiro - Série B,,,;
776,07/06/1974,,XV,Masculino,Adulto,Nippon,,8,X,15,Medicina,,,Campeonato Brasileiro - Série A,,,;
781,07/13/1974,,XV,Masculino,Adulto,Medicina,SP,26,X,0,Rio CAA,,,Campeonato Brasileiro - Série A,,,;
795,08/10/1974,,XV,Masculino,Adulto,SPAC,,16,X,0,Medicina,,,Campeonato Brasileiro - Série A,,,;
796,08/11/1974,,XV,Masculino,Adulto,Niterói,RJ,20,X,8,Bauru,,,Campeonato Brasileiro - Série B,,,;
797,08/11/1974,,XV,Masculino,Adulto,Engenharia Mackenzie,SP,12,X,0,Barbarians,,,Campeonato Brasileiro - Série A,,,;
799,08/17/1974,,XV,Masculino,Adulto,Barbarians B,SP,0,X,26,Medicina B,SP,,Campeonato Brasileiro - Série B,,,;
800,08/17/1974,,XV,Masculino,Adulto,SPAC,,34,X,4,Engenharia Mackenzie,,,Campeonato Brasileiro - Série A,,,;
801,08/17/1974,,XV,Masculino,Adulto,Nippon,,6,X,10,Rio CAA,,,Campeonato Brasileiro - Série A,,,;
803,08/18/1974,,XV,Masculino,Adulto,Niterói,RJ,42,X,0,Engenharia Mackenzie B,,,Campeonato Brasileiro - Série B,,,;
804,08/18/1974,,XV,Masculino,Adulto,SPAC ‘B’,,21,X,9,Bauru,,,Campeonato Brasileiro - Série B,,,;
805,08/18/1974,,XV,Masculino,Adulto,Medicina,SP,12,X,6,Barbarians,,,Campeonato Brasileiro - Série A,,,;
807,08/24/1974,,XV,Masculino,Adulto,Barbarians B,SP,10,X,20,SPAC B,SP,,Campeonato Brasileiro - Série B,,,;
808,08/24/1974,,XV,Masculino,Adulto,Pasteur,SP,15,X,6,Medicina,,,Campeonato Brasileiro - Série A,,,;
809,08/24/1974,,XV,Masculino,Adulto,Nippon,,18,X,9,Engenharia Mackenzie,,,Campeonato Brasileiro - Série A,,,;
810,08/24/1974,,XV,Masculino,Adulto,SPAC,,27,X,15,Barbarians,,,Campeonato Brasileiro - Série A,,,;
811,08/25/1974,,XV,Masculino,Adulto,Poli,SP,12,X,0,Bauru,,,Campeonato Brasileiro - Série B,,,;
812,08/31/1974,,XV,Masculino,Adulto,Medicina B,SP,12,X,17,Niterói,,,Campeonato Brasileiro - Série B,,,;
813,08/31/1974,,XV,Masculino,Adulto,Rio CAA,,28,X,18,Medicina,,,Campeonato Brasileiro - Série A,,,;
814,08/31/1974,,XV,Masculino,Adulto,Engenharia Mackenzie,SP,6,X,10,SPAC,,,Campeonato Brasileiro - Série A,,,;
815,08/31/1974,,XV,Masculino,Adulto,Pasteur,SP,23,X,10,Barbarians,,,Campeonato Brasileiro - Série A,,,;
816,08/31/1974,,XV,Masculino,Adulto,Medicina B,SP,12,X,17,Niterói,,,Campeonato Brasileiro - Série B,,,;
817,08/31/1974,,XV,Masculino,Adulto,Rio CAA,,28,X,18,Medicina,,,Campeonato Brasileiro - Série A,,,;
818,08/31/1974,,XV,Masculino,Adulto,Engenharia Mackenzie,SP,6,X,10,SPAC,,,Campeonato Brasileiro - Série A,,,;
819,08/31/1974,,XV,Masculino,Adulto,Pasteur,SP,23,X,10,Barbarians,,,Campeonato Brasileiro - Série A,,,;
820,09/01/1974,,XV,Masculino,Adulto,Escola Técnica,,4,X,50,Niterói,,,Campeonato Brasileiro - Série B,,,;
821,09/01/1974,,XV,Masculino,Adulto,Engenharia Mackenzie B,SP,7,X,25,Poli,SP,,Campeonato Brasileiro - Série B,,,;
822,09/01/1974,,XV,Masculino,Adulto,Escola Técnica,,4,X,50,Niterói,,,Campeonato Brasileiro - Série B,,,;
823,09/01/1974,,XV,Masculino,Adulto,Engenharia Mackenzie B,SP,7,X,25,Poli,SP,,Campeonato Brasileiro - Série B,,,;
824,09/07/1974,,XV,Masculino,Adulto,Escola Técnica,,3,X,23,SPAC B,,,Campeonato Brasileiro - Série B,,,;
826,09/07/1974,,XV,Masculino,Adulto,Escola Técnica,,3,X,23,SPAC B,,,Campeonato Brasileiro - Série B,,,;
828,09/14/1974,,XV,Masculino,Adulto,Engenharia Mackenzie B,SP,0,X,10,Escola Técnica,SP,,Campeonato Brasileiro - Série B,,,;
829,09/14/1974,,XV,Masculino,Adulto,Nippon,,16,X,22,Pasteur,,,Campeonato Brasileiro - Série A,,,;
830,09/14/1974,,XV,Masculino,Adulto,Engenharia Mackenzie,SP,28,X,0,Rio CAA,,,Campeonato Brasileiro - Série A,,,;
831,09/14/1974,,XV,Masculino,Adulto,Engenharia Mackenzie B,SP,0,X,10,Escola Técnica,SP,,Campeonato Brasileiro - Série B,,,;
832,09/14/1974,,XV,Masculino,Adulto,Nippon,,16,X,22,Pasteur,,,Campeonato Brasileiro - Série A,,,;
833,09/14/1974,,XV,Masculino,Adulto,Engenharia Mackenzie,SP,28,X,0,Rio CAA,,,Campeonato Brasileiro - Série A,,,;
834,09/15/1974,,XV,Masculino,Adulto,Barbarians B,SP,3,X,56,Poli,SP,,Campeonato Brasileiro - Série B,,,;
835,09/15/1974,,XV,Masculino,Adulto,Bauru,,3,X,15,Medicina B,,,Campeonato Brasileiro - Série B,,,;
836,09/15/1974,,XV,Masculino,Adulto,Barbarians,,20,X,30,Medicina,,,Campeonato Brasileiro - Série A,,,;
837,09/15/1974,,XV,Masculino,Adulto,Barbarians B,SP,3,X,56,Poli,SP,,Campeonato Brasileiro - Série B,,,;
838,09/15/1974,,XV,Masculino,Adulto,Bauru,,3,X,15,Medicina B,,,Campeonato Brasileiro - Série B,,,;
839,09/15/1974,,XV,Masculino,Adulto,Barbarians,,20,X,30,Medicina,,,Campeonato Brasileiro - Série A,,,;
841,09/21/1974,,XV,Masculino,Adulto,Barbarians B,SP,12,X,0,Engenharia Mackenzie B,SP,,Campeonato Brasileiro - Série B,,,;
842,09/21/1974,,XV,Masculino,Adulto,Barbarians B,SP,12,X,0,Engenharia Mackenzie B,SP,,Campeonato Brasileiro - Série B,,,;
843,09/21/1974,,XV,Masculino,Adulto,Pasteur,SP,6,X,6,SPAC,,,Campeonato Brasileiro - Série A,,,;
844,09/22/1974,,XV,Masculino,Adulto,Medicina B,SP,13,X,10,Escola Técnica,,,Campeonato Brasileiro - Série B,,,;
845,09/22/1974,,XV,Masculino,Adulto,Niterói,RJ,51,X,0,SPAC B,,,Campeonato Brasileiro - Série B,,,;
846,09/22/1974,,XV,Masculino,Adulto,Medicina,SP,6,X,0,Engenharia Mackenzie,,,Campeonato Brasileiro - Série A,,,;
847,09/22/1974,,XV,Masculino,Adulto,Barbarians,,12,X,23,Nippon,,,Campeonato Brasileiro - Série A,,,;
848,09/22/1974,,XV,Masculino,Adulto,Medicina B,SP,13,X,10,Escola Técnica,,,Campeonato Brasileiro - Série B,,,;
849,09/22/1974,,XV,Masculino,Adulto,Niterói,RJ,51,X,0,SPAC B,,,Campeonato Brasileiro - Série B,,,;
850,09/22/1974,,XV,Masculino,Adulto,Medicina,SP,6,X,0,Engenharia Mackenzie,,,Campeonato Brasileiro - Série A,,,;
851,09/22/1974,,XV,Masculino,Adulto,Barbarians,,12,X,23,Nippon,,,Campeonato Brasileiro - Série A,,,;
852,09/28/1974,,XV,Masculino,Adulto,Medicina B,SP,49,X,3,SPAC B,,,Campeonato Brasileiro - Série B,,,;
853,09/28/1974,,XV,Masculino,Adulto,Engenharia Mackenzie,SP,0,X,16,Pasteur,,,Campeonato Brasileiro - Série A,,,;
854,09/28/1974,,XV,Masculino,Adulto,SPAC,,21,X,6,Nippon,,,Campeonato Brasileiro - Série A,,,;
855,09/28/1974,,XV,Masculino,Adulto,Medicina B,SP,49,X,3,SPAC B,,,Campeonato Brasileiro - Série B,,,;
856,09/28/1974,,XV,Masculino,Adulto,Engenharia Mackenzie,SP,0,X,16,Pasteur,,,Campeonato Brasileiro - Série A,,,;
857,09/28/1974,,XV,Masculino,Adulto,SPAC,,21,X,6,Nippon,,,Campeonato Brasileiro - Série A,,,;
858,09/29/1974,,XV,Masculino,Adulto,Poli,SP,0,X,9,Niterói,,,Campeonato Brasileiro - Série B,,,;
859,09/29/1974,,XV,Masculino,Adulto,Bauru,,12,X,24,Escola Técnica,,,Campeonato Brasileiro - Série B,,,;
860,09/29/1974,,XV,Masculino,Adulto,Rio CAA,,24,X,13,Barbarians,,,Campeonato Brasileiro - Série A,,,;
861,09/29/1974,,XV,Masculino,Adulto,Poli,SP,0,X,9,Niterói,,,Campeonato Brasileiro - Série B,,,;
862,09/29/1974,,XV,Masculino,Adulto,Bauru,,12,X,24,Escola Técnica,,,Campeonato Brasileiro - Série B,,,;
863,09/29/1974,,XV,Masculino,Adulto,Rio CAA,,24,X,13,Barbarians,,,Campeonato Brasileiro - Série A,,,;
864,10/05/1974,,XV,Masculino,Adulto,Engenharia Mackenzie B,SP,19,X,7,Bauru,SP,,Campeonato Brasileiro - Série B,,,;
865,10/05/1974,,XV,Masculino,Adulto,SPAC,,6,X,3,Rio CAA,,,Campeonato Brasileiro - Série A,,,;
866,10/05/1974,,XV,Masculino,Adulto,Engenharia Mackenzie B,SP,19,X,7,Bauru,SP,,Campeonato Brasileiro - Série B,,,;
867,10/05/1974,,XV,Masculino,Adulto,SPAC,,6,X,3,Rio CAA,,,Campeonato Brasileiro - Série A,,,;
868,10/06/1974,,XV,Masculino,Adulto,Niterói,RJ,31,X,6,Barbarians B,,,Campeonato Brasileiro - Série B,,,;
869,10/06/1974,,XV,Masculino,Adulto,Poli,SP,15,X,24,Medicina B,,,Campeonato Brasileiro - Série B,,,;
870,10/06/1974,,XV,Masculino,Adulto,Niterói,RJ,31,X,6,Barabrians B,,,Campeonato Brasileiro - Série B,,,;
871,10/06/1974,,XV,Masculino,Adulto,Poli,SP,15,X,24,Medicina B,,,Campeonato Brasileiro - Série B,,,;
872,10/12/1974,,XV,Masculino,Adulto,Escola Técnica,,20,X,10,Barabrians B,,,Campeonato Brasileiro - Série B,,,;
874,10/13/1974,,XV,Masculino,Adulto,SPAC ‘B’,,19,X,0,Poli,,,Campeonato Brasileiro - Série B,,,;
875,10/13/1974,,XV,Masculino,Adulto,Medicina,SP,12,X,19,Nippon,,,Campeonato Brasileiro - Série A,,,;
876,10/13/1974,,XV,Masculino,Adulto,Barbarians,,6,X,50,Engenharia Mackenzie,,,Campeonato Brasileiro - Série A,,,;
877,10/19/1974,,XV,Masculino,Adulto,Medicina,SP,14,X,19,SPAC,,,Campeonato Brasileiro - Série A,,,;
878,10/20/1974,,XV,Masculino,Adulto,Medicina B,SP,18,X,4,Engenharia Mackenzie B,,,Campeonato Brasileiro - Série B,,,;
879,10/20/1974,,XV,Masculino,Adulto,Escola Técnica,,0,X,0,Poli,,,Campeonato Brasileiro - Série B,,,;
880,10/20/1974,,XV,Masculino,Adulto,Bauru,,13,X,25,Barbarians B,,,Campeonato Brasileiro - Série B,,,;
884,11/02/1974,,XV,Masculino,Adulto,SPAC ‘B’,,40,X,0,Engenharia Mackenzie,,,Campeonato Brasileiro - Série B,,,;
887,11/09/1974,,XV,Masculino,Adulto,Rio CAA,,0,X,12,Pasteur,,,Campeonato Brasileiro - Série A,,,;
913,05/03/1975,,XV,Masculino,Adulto,Nippon,,38,X,6,Pasteur,,,Campeonato Brasileiro - Série A,,,;
914,05/03/1975,,XV,Masculino,Adulto,Rio CAA,,12,X,3,Engenharia Mackenzie,,,Campeonato Brasileiro - Série A,,,;
915,05/03/1975,,XV,Masculino,Adulto,SPAC,,32,X,0,Medicina,,,Campeonato Brasileiro - Série A,,,;
916,05/04/1975,,XV,Masculino,Adulto,Escola Técnica,,29,X,0,Medicina B,,,Campeonato Brasileiro - Série B,,,;
917,05/04/1975,,XV,Masculino,Adulto,Engenharia Mackenzie B,SP,3,X,10,Poli,SP,,Campeonato Brasileiro - Série B,,,;
918,05/04/1975,,XV,Masculino,Adulto,Niterói B,RJ,33,X,3,Barbarians B,,,Campeonato Brasileiro - Série B,,,;
919,05/04/1975,,XV,Masculino,Adulto,Niterói,RJ,37,X,9,Barbarians,,,Campeonato Brasileiro - Série A,,,;
924,05/10/1975,,XV,Masculino,Adulto,SPAC ‘B’,,34,X,6,Barbarians B,,,Campeonato Brasileiro - Série B,,,;
925,05/10/1975,,XV,Masculino,Adulto,Pasteur,SP,9,X,23,Barbarians,,,Campeonato Brasileiro - Série A,,,;
926,05/10/1975,,XV,Masculino,Adulto,Engenharia Mackenzie,SP,9,X,24,Nippon,,,Campeonato Brasileiro - Série A,,,;
927,05/10/1975,,XV,Masculino,Adulto,SPAC,,12,X,0,Rio CAA,,,Campeonato Brasileiro - Série A,,,;
930,05/11/1975,,XV,Masculino,Adulto,Poli,SP,10,X,11,Escola Técnica,,,Campeonato Brasileiro - Série B,,,;
931,05/11/1975,,XV,Masculino,Adulto,Niterói B,RJ,37,X,0,Medicina B,,,Campeonato Brasileiro - Série B,,,;
932,05/11/1975,,XV,Masculino,Adulto,Niterói,RJ,14,X,15,Medicina,,,Campeonato Brasileiro - Série A,,,;
934,05/12/1975,,XV,Masculino,Adulto,Niterói,RJ,12,X,0,Medicina B,,,Campeonato Brasileiro - Série B,,,;
935,05/12/1975,,XV,Masculino,Adulto,Niterói,RJ,12,X,0,Medicina B,,,Campeonato Brasileiro - Série B,,,;
937,05/17/1975,,XV,Masculino,Adulto,Barbarians B,SP,4,X,15,Poli,SP,,Campeonato Brasileiro - Série B,,,;
938,05/17/1975,,XV,Masculino,Adulto,SPAC ‘B’,,8,X,7,Niterói B,,,Campeonato Brasileiro - Série B,,,;
939,05/17/1975,,XV,Masculino,Adulto,Barbarians,,9,X,31,Nippon,,,Campeonato Brasileiro - Série A,,,;
940,05/17/1975,,XV,Masculino,Adulto,SPAC,,29,X,6,Niterói,,,Campeonato Brasileiro - Série A,,,;
941,05/18/1975,,XV,Masculino,Adulto,Medicina B,SP,4,X,18,Engenharia Mackenzie B,,,Campeonato Brasileiro - Série B,,,;
942,05/18/1975,,XV,Masculino,Adulto,Medicina,SP,7,X,0,,,,Campeonato Brasileiro - Série A,,,;
943,05/18/1975,,XV,Masculino,Adulto,Rio CAA,,44,X,0,,,,Campeonato Brasileiro - Série A,,,;
945,05/24/1975,,XV,Masculino,Adulto,Escola Técnica,,39,X,3,,,,Campeonato Brasileiro - Série B,,,;
946,05/24/1975,,XV,Masculino,Adulto,Nippon,,12,X,3,,,,Campeonato Brasileiro - Série A,,,;
947,05/24/1975,,XV,Masculino,Adulto,Pasteur,SP,0,X,33,,,,Campeonato Brasileiro - Série A,,,;
949,05/25/1975,,XV,Masculino,Adulto,Medicina B,SP,0,X,42,,,,Campeonato Brasileiro - Série B,,,;
950,05/25/1975,,XV,Masculino,Adulto,Engenharia Mackenzie B,SP,4,X,62,,SP,,Campeonato Brasileiro - Série B,,,;
