,Data,hora,Modalidade,Nipe,Categoria,Time da Casa,Estado de Origem: Time da Casa,resultado final time da casa,X,resultado final visitante,Visitante,Estado de Origem: Time Visitante,Local,Campeonato,Cidade,Estado,total de pontos;
12755,04/04/2015,,XV,Masculino,Adulto,Centauros,RS,,X,,Serra ,RS,,Campeonato Gaúcho - Série A,,RS,;
12758,04/11/2015,,XV,Masculino,Adulto,URSM,RS,,X,,Walkirians,RS,,Campeonato Gaúcho - Série B,,RS,;
12759,04/11/2015,,XV,Masculino,Adulto,Guasca,RS,,X,,Planalto,RS,,Campeonato Gaúcho - Série B,,RS,;
12760,04/11/2015,,XV,Masculino,Adulto,Osório,RS,,X,,Antiqua,RS,,Campeonato Gaúcho - Série B,,RS,;
12761,11/04/2015,,XV,Masculino,Adulto,Rugby sem Fronteiras,DF,,X,,Palmas,TO,,Campeonato Goiano,Sobradinho,DF,;
12768,04/11/2015,,XV,Masculino,Adulto,São José,SP,,x,,Spac,SP,,Campeonato Paulista - Série A,São José dos Campos,SP,;
12770,04/11/2015,,XV,Masculino,Adulto,Pasteur,SP,,x,,Poli,SP,,Campeonato Paulista - Série A,São Paulo,SP,;
12772,04/11/2015,,XV,Masculino,Adulto,Rio Branco,SP,,x,,Jacareí,SP,,Campeonato Paulista - Série A,Embu Guaçu,SP,;
12774,04/11/2015,,XV,Masculino,Adulto,Tornados,SP,,x,,Band Sarries,SP,,Campeonato Paulista - Série A,Indaiatuba,SP,;
12775,04/11/2015,,XV,Masculino,Adulto,BH Rugby,MG,,X,,Elói Mendes,MG,Uni BH,Campeonato Mineiro - Série A,Belo Horizonte,MG,;
12776,04/11/2015,,XV,Masculino,Adulto,Uberlândia,MG,,X,,Inconfidentes,MG,,Campeonato Mineiro - Série A,,MG,;
12777,04/11/2015,,XV,Masculino,Adulto,Montes Claros,MG,,X,,UFSJ Federal,MG,,Campeonato Mineiro - Série A,,MG,;
12778,04/11/2015,,XV,Masculino,Adulto,Hawks Maringá,PR,,X,,Londrina,PR,,Campeonato Paranaense - Série A,Maringá,PR,;
12779,04/11/2015,,XV,Masculino,Adulto,Foz do Iguaçu,PR,,X,,Lobo Bravo,PR,,Campeonato Paranaense - Série A,Foz do Iguaçu,PR,;
12781,04/11/2015,,XV,Masculino,Adulto,Nova Lima,MG,,X,,Inconfidência,MG,,Campeonato Mineiro - Série B,,MG,;
12782,04/12/2015,,XV,Masculino,Adulto,Lechuza,SP,,x,,Medicina,SP,,Campeonato Paulista - Série B,,SP,;
12783,04/12/2015,,XV,Masculino,Adulto,Wallys,SP,,x,,São Carlos,SP,,Campeonato Paulista - Série B,Louveira,SP,;
12784,04/12/2015,,XV,Masculino,Adulto,Ura,SP,,x,,Urutu,SP,,Campeonato Paulista - Série B,Barueri,SP,;
12785,04/12/2015,,XV,Masculino,Adulto,Jaguars,SP,,x,,SP Barbarians,SP,,Campeonato Paulista - Série C,Jaguariúna,SP,;
12786,04/12/2015,,XV,Masculino,Adulto,Cougars,SP,,x,,Piratas,SP,,Campeonato Paulista - Série C,Jaguariúna,SP,;
12790,04/18/2015,,XV,Masculino,Adulto,Niterói,RJ,,x,,Volta Redonda,RJ,,Campeonato Fluminense - Série A,,RJ,;
12792,04/18/2015,,XV,Masculino,Adulto,Maxambomba,RJ,,x,,Friburgo,RJ,,Campeonato Fluminense - Série B,,RJ,;
12793,04/18/2015,,XV,Masculino,Adulto,UFF,RJ,,x,,Cabo Frio,RJ,,Campeonato Fluminense - Série B,,RJ,;
12795,04/18/2015,,XV,Masculino,Adulto,Itaguaí,RJ,,x,,Rio Rugby,RJ,,Campeonato Fluminense - Série A,,RJ,;
12796,04/18/2015,,XV,Masculino,Adulto,Lobo Bravo,PR,,X,,Hawks Maringá,PR,,Campeonato Paranaense - Série A,Guarapuava,PR,;
12797,04/18/2015,,XV,Masculino,Adulto,Curitiba,PR,,X,,Urutau,PR,,Campeonato Paranaense - Série A,Curitiba,PR,;
12800,04/25/2015,,XV,Masculino,Adulto,Farrapos,RS,,X,,Serra ,RS,,Campeonato Gaúcho - Série A,,RS,;
12802,04/25/2015,,XV,Masculino,Adulto,San Diego,RS,,X,,Centauros,RS,,Campeonato Gaúcho - Série A,,RS,;
12804,04/25/2015,,XV,Masculino,Adulto,Charrua,RS,,X,,Brummers,RS,,Campeonato Gaúcho - Série A,,RS,;
12806,04/25/2015,,XV,Masculino,Adulto,São José,SP,,x,,Poli,SP,,Campeonato Paulista - Série A,São José dos Campos,SP,;
12810,04/25/2015,,XV,Masculino,Adulto,Jacareí ,SP,,x,,Pasteur,SP,,Campeonato Paulista - Série A,Jacareí,SP,;
12812,04/25/2015,,XV,Masculino,Adulto,Spac,SP,,x,,Tornados,SP,,Campeonato Paulista - Série A,São Paulo,SP,;
12814,04/25/2015,,XV,Masculino,Adulto,FEA USP,SP,,x,,Green Sharks,SP,,Campeonato Paulista - Série B,São Paulo,SP,;
12815,04/25/2015,,XV,Masculino,Adulto,Bandeirantes Saracens,SP,,x,,Rio Branco,SP,,Campeonato Paulista - Série A,São Paulo,SP,;
12816,04/25/2015,,XV,Masculino,Adulto,Jequitibá,SP,,x,,Cougars,SP,,Campeonato Paulista - Série C,Campinas,SP,;
12817,04/25/2015,,XV,Masculino,Adulto,Piratas,SP,,x,,Jaguars,SP,,Campeonato Paulista - Série C,Americana,SP,;
12818,04/25/2015,,XV,Masculino,Adulto,Inconfidentes,MG,,X,,UFSJ Federal,MG,,Campeonato Mineiro - Série A,,MG,;
12819,04/25/2015,,XV,Masculino,Adulto,Elói Mendes,MG,,X,,Uberlândia,MG,,Campeonato Mineiro - Série A,,MG,;
12820,04/25/2015,,XV,Masculino,Adulto,Montes Claros,MG,,X,,BH Rugby,MG,,Campeonato Mineiro - Série A,,MG,;
12821,04/25/2015,,XV,Masculino,Adulto,Foz do Iguaçu,PR,,X,,Londrina,PR,,Campeonato Paranaense - Série A,Foz do Iguaçu,PR,;
12822,04/25/2015,,XV,Masculino,Adulto,Vale do Aço,MG,,X,,Nova Lima,MG,,Campeonato Mineiro - Série B,,MG,;
12826,04/26/2015,,XV,Masculino,Adulto,Templarios,SP,,x,,Corinthians,SP,,Campeonato Paulista - Série B,São Bernardo do Campo,SP,;
12827,04/26/2015,,XV,Masculino,Adulto,Abc,SP,,x,,Tatuapé,SP,,Campeonato Paulista - Série C,São Paulo,SP,;
12828,04/26/2015,,XV,Masculino,Adulto,União,SP,,x,,Portuguesa,SP,,Campeonato Paulista - Série C,São Paulo,SP,;
12829,04/26/2015,,XV,Masculino,Adulto,São Bento,SP,,x,,SP Barbarians,SP,,Campeonato Paulista - Série C,São Paulo,SP,;
12833,05/02/2015,,XV,Masculino,Adulto,Volta Redonda,RJ,,x,,Rio Rugby,RJ,,Campeonato Fluminense - Série A,,RJ,;
12835,05/02/2015,,XV,Masculino,Adulto,Inconfidência,MG,,X,,Nova Lima,MG,,Campeonato Mineiro - Série B,,MG,;
12836,05/03/2015,,XV,Masculino,Adulto,Walkirians,RS,,X,,Osório,RS,,Campeonato Gaúcho - Série B,,RS,;
12837,05/03/2015,,XV,Masculino,Adulto,Guasca,RS,,X,,Antiqua,RS,,Campeonato Gaúcho - Série B,,RS,;
12838,05/03/2015,,XV,Masculino,Adulto,Planalto,RS,,X,,URSM,RS,,Campeonato Gaúcho - Série B,,RS,;
12839,05/03/2015,,XV,Masculino,Adulto,Itaguaí,RJ,,x,,Guanabara,RJ,,Campeonato Fluminense - Série A,,RJ,;
12844,05/09/2015,,XV,Masculino,Adulto,Rio Branco,SP,,x,,São José,SP,,Campeonato Paulista - Série A,Embu Guaçu,SP,;
12846,05/09/2015,,XV,Masculino,Adulto,Spac,SP,,x,,Jacareí,SP,,Campeonato Paulista - Série A,São Paulo,SP,;
12850,05/09/2015,,XV,Masculino,Adulto,Poli,SP,,x,,Band Sarries,SP,,Campeonato Paulista - Série A,São Paulo,SP,;
12851,05/09/2015,,XV,Masculino,Adulto,Tornados,SP,,x,,Pasteur,SP,,Campeonato Paulista - Série A,Indaiatuba,SP,;
12852,05/09/2015,,XV,Masculino,Adulto,Medicina,SP,,x,,Wally´s,SP,,Campeonato Paulista - Série B,São Paulo,SP,;
12853,05/09/2015,,XV,Masculino,Adulto,São Carlos,SP,,x,,Lechuza,SP,,Campeonato Paulista - Série B,São Carlos,SP,;
12854,05/09/2015,,XV,Masculino,Adulto,Urutu,SP,,x,,Corinthians,SP,,Campeonato Paulista - Série B,São Paulo,SP,;
12855,05/09/2015,,XV,Masculino,Adulto,Cougars,SP,,x,,São Bento,SP,,Campeonato Paulista - Série C,Vinhedo,SP,;
12856,05/09/2015,,XV,Masculino,Adulto,Piratas,SP,,x,,Tatuapé,SP,,Campeonato Paulista - Série C,Americana,SP,;
12857,05/16/2015,,XV,Masculino,Adulto,Farrapos,RS,,X,,San Diego,RS,,Campeonato Gaúcho - Série A,,RS,;
12859,05/16/2015,,XV,Masculino,Adulto,Serra,RS,,X,,Charrua,RS,,Campeonato Gaúcho - Série A,,RS,;
12861,05/16/2015,,XV,Masculino,Adulto,Centauros,RS,,X,,Brummers,RS,,Campeonato Gaúcho - Série A,,RS,;
12863,05/16/2015,,XV,Masculino,Adulto,Palmas,TO,,X,,Rugby sem Fronteiras,DF,,Campeonato Goiano,Palmas,TO,;
12867,05/16/2015,,XV,Masculino,Adulto,Guanabara,RJ,,x,,Volta Redonda,RJ,,Campeonato Fluminense - Série A,,RJ,;
12869,05/16/2015,,XV,Masculino,Adulto,Niterói,RJ,,x,,Itaguaí,RJ,,Campeonato Fluminense - Série A,,RJ,;
12871,05/16/2015,,XV,Masculino,Adulto,Maxambomba,RJ,,x,,Carioca,RJ,,Campeonato Fluminense - Série B,,RJ,;
12872,05/16/2015,,XV,Masculino,Adulto,Cabo Frio,RJ,,x,,Friburgo,RJ,,Campeonato Fluminense - Série B,,RJ,;
12873,05/16/2015,,XV,Masculino,Adulto,Jacareí ,SP,,x,,São José,SP,,Campeonato Paulista - Série A,Jacareí,SP,;
12875,05/16/2015,,XV,Masculino,Adulto,Spac,SP,,x,,Rio Branco,SP,,Campeonato Paulista - Série A,São Paulo,SP,;
12877,05/16/2015,,XV,Masculino,Adulto,Bandeirantes Saracens,SP,,x,,Pasteur,SP,,Campeonato Paulista - Série A,São Paulo,SP,;
12879,05/16/2015,,XV,Masculino,Adulto,Tornados,SP,,x,,Poli,SP,,Campeonato Paulista - Série A,Indaiatuba,SP,;
12881,05/16/2015,,XV,Masculino,Adulto,Ilhabela,SP,,x,,Templários,SP,,Campeonato Paulista - Série B,Ilhabela,SP,;
12882,05/16/2015,,XV,Masculino,Adulto,Inconfidentes,MG,,X,,Montes Claros,MG,,Campeonato Mineiro - Série A,,MG,;
12883,05/16/2015,,XV,Masculino,Adulto,Uberlândia,MG,,X,,BH Rugby,MG,,Campeonato Mineiro - Série A,,MG,;
12884,05/16/2015,,XV,Masculino,Adulto,UFSJ Federal,MG,,X,,Elói Mendes,MG,,Campeonato Mineiro - Série A,,MG,;
12885,05/16/2015,,XV,Masculino,Adulto,Hawks Maringá,PR,,X,,Curitiba,PR,,Campeonato Paranaense - Série A,Maringá,PR,;
12886,05/16/2015,,XV,Masculino,Adulto,Lobo Bravo,PR,,X,,Londrina,PR,,Campeonato Paranaense - Série A,Guarapuava,PR,;
12888,05/16/2015,,XV,Masculino,Adulto,Inconfidência,MG,,X,,Vale do Aço,MG,,Campeonato Mineiro - Série B,,MG,;
12890,05/17/2015,,XV,Masculino,Adulto,Walkirians,RS,,X,,Antiqua,RS,,Campeonato Gaúcho - Série B,,RS,;
12891,05/17/2015,,XV,Masculino,Adulto,URSM,RS,,X,,Guasca,RS,,Campeonato Gaúcho - Série B,,RS,;
12892,05/17/2015,,XV,Masculino,Adulto,Osório,RS,,X,,Planalto,RS,,Campeonato Gaúcho - Série B,,RS,;
12894,05/17/2015,,XV,Masculino,Adulto,Ura,SP,,x,,Fea,SP,,Campeonato Paulista - Série B,Barueri,SP,;
12895,05/17/2015,,XV,Masculino,Adulto,Abc,SP,,x,,Portuguesa,SP,,Campeonato Paulista - Série C,São Paulo,SP,;
12896,05/17/2015,,XV,Masculino,Adulto,Jequitibá,SP,,x,,União,SP,,Campeonato Paulista - Série C,Campinas,SP,;
12900,05/23/2015,,XV,Masculino,Adulto,Lechuza,SP,,x,,Corinthians,SP,,Campeonato Paulista - Série B,,SP,;
12901,05/23/2015,,XV,Masculino,Adulto,FEA USP,SP,,x,,Wally´s,SP,,Campeonato Paulista - Série B,São Paulo,SP,;
12902,05/23/2015,,XV,Masculino,Adulto,Medicina,SP,,x,,Templários,SP,,Campeonato Paulista - Série B,São Paulo,SP,;
12906,05/24/2015,,XV,Masculino,Adulto,SP Barbarians,SP,,x,,Piratas,SP,,Campeonato Paulista - Série C,São Paulo,SP,;
12907,05/30/2015,,XV,Masculino,Adulto,Farrapos,RS,,X,,Brummers,RS,,Campeonato Gaúcho - Série A,,RS,;
12909,05/30/2015,,XV,Masculino,Adulto,Charrua,RS,,X,,Centauros,RS,,Campeonato Gaúcho - Série A,,RS,;
12911,05/30/2015,,XV,Masculino,Adulto,San Diego,RS,,X,,Serra ,RS,,Campeonato Gaúcho - Série A,,RS,;
12913,05/30/2015,,XV,Masculino,Adulto,Guanabara,RJ,,x,,Volta Redonda,RJ,,Campeonato Fluminense - Série A,,RJ,;
12915,05/30/2015,,XV,Masculino,Adulto,Rio Rugby,RJ,,x,,Niterói,RJ,,Campeonato Fluminense - Série A,,RJ,;
12917,05/30/2015,,XV,Masculino,Adulto,Pasteur,SP,,x,,São José,SP,,Campeonato Paulista - Série A,São Paulo,SP,;
12919,05/30/2015,,XV,Masculino,Adulto,Tornados,SP,,x,,Rio Branco,SP,,Campeonato Paulista - Série A,Indaiatuba,SP,;
12920,05/30/2015,,XV,Masculino,Adulto,Poli,SP,,x,,Jacareí,SP,,Campeonato Paulista - Série A,São Paulo,SP,;
12921,05/30/2015,,XV,Masculino,Adulto,Bandeirantes Saracens,SP,,x,,Spac,SP,,Campeonato Paulista - Série A,São Paulo,SP,;
12923,05/30/2015,,XV,Masculino,Adulto,Ilhabela,SP,,x,,Lechuza,SP,,Campeonato Paulista - Série B,Ilhabela,SP,;
12924,05/30/2015,,XV,Masculino,Adulto,São Carlos,SP,,x,,Ura,SP,,Campeonato Paulista - Série B,São Carlos,SP,;
12925,05/30/2015,,XV,Masculino,Adulto,Semifinais,MG,,X,,Semifinais,MG,,Campeonato Mineiro - Série A,,MG,;
12926,05/30/2015,,XV,Masculino,Adulto,Semifinais,MG,,X,,Semifinais,MG,,Campeonato Mineiro - Série A,,MG,;
12927,05/30/2015,,XV,Masculino,Adulto,Torneio de Acesso 1,MG,,X,,Torneio de Acesso 1,MG,,Campeonato Mineiro - Série A,,MG,;
12928,05/30/2015,,XV,Masculino,Adulto,Foz do Iguaçu,PR,,X,,Hawks Maringá,PR,,Campeonato Paranaense - Série A,Foz do Iguaçu,PR,;
12929,05/30/2015,,XV,Masculino,Adulto,Curitiba,PR,,X,,Lobo Bravo,PR,,Campeonato Paranaense - Série A,Curitiba,PR,;
12932,05/31/2015,,XV,Masculino,Adulto,Cougars,SP,,x,,Jaguars,SP,,Campeonato Paulista - Série C,Vinhedo,SP,;
12933,05/31/2015,,XV,Masculino,Adulto,Tatuapé,SP,,x,,São Bento,SP,,Campeonato Paulista - Série C,São Paulo,SP,;
12935,06/06/2015,,XV,Masculino,Adulto,Walkirians,RS,,X,,Planalto,RS,,Campeonato Gaúcho - Série B,,RS,;
12936,06/06/2015,,XV,Masculino,Adulto,Guasca,RS,,X,,Osório,RS,,Campeonato Gaúcho - Série B,,RS,;
12937,06/06/2015,,XV,Masculino,Adulto,URSM,RS,,X,,Antiqua,RS,,Campeonato Gaúcho - Série B,,RS,;
12938,06/06/2015,,XV,Masculino,Adulto,Goianos,GO,,X,,Rugby sem Fronteiras,DF,,Campeonato Goiano,Goiânia,GO,;
12939,06/06/2015,,XV,Masculino,Adulto,FINAL 1,MG,,X,,FINAL 1,MG,,Campeonato Mineiro - Série A,,MG,;
12940,06/06/2015,,XV,Masculino,Adulto,Disputa 3o 1,MG,,X,,Disputa 3o 1,MG,,Campeonato Mineiro - Série A,,MG,;
12941,06/06/2015,,XV,Masculino,Adulto,Torneio de Acesso 2,MG,,X,,Torneio de Acesso 2,MG,,Campeonato Mineiro - Série A,,MG,;
12947,06/13/2015,,XV,Masculino,Adulto,Niterói,RJ,,x,,Guanabara,RJ,,Campeonato Fluminense - Série A,,RJ,;
12949,06/13/2015,,XV,Masculino,Adulto,Cabo Frio,RJ,,x,,Maxambomba,RJ,,Campeonato Fluminense - Série B,,RJ,;
12950,06/13/2015,,XV,Masculino,Adulto,Carioca,RJ,,x,,UFF,RJ,,Campeonato Fluminense - Série B,,RJ,;
12951,06/13/2015,,XV,Masculino,Adulto,Pasteur,SP,,x,,Spac,SP,,Campeonato Paulista - Série A,São Paulo,SP,;
12953,06/13/2015,,XV,Masculino,Adulto,Bandeirantes Saracens,SP,,x,,São José,SP,,Campeonato Paulista - Série A,São Paulo,SP,;
12956,06/13/2015,,XV,Masculino,Adulto,Jacareí ,SP,,x,,Tornados,SP,,Campeonato Paulista - Série A,Jacareí,SP,;
12958,06/13/2015,,XV,Masculino,Adulto,Poli,SP,,x,,Rio Branco,SP,,Campeonato Paulista - Série A,São Paulo,SP,;
12959,06/13/2015,,XV,Masculino,Adulto,São Carlos,SP,,x,,Corinthians,SP,,Campeonato Paulista - Série B,São Carlos,SP,;
12960,06/13/2015,,XV,Masculino,Adulto,Piratas,SP,,x,,Portuguesa,SP,,Campeonato Paulista - Série C,Americana,SP,;
12961,06/13/2015,,XV,Masculino,Adulto,FINAL 2,MG,,X,,FINAL 2,MG,,Campeonato Mineiro - Série A,,MG,;
12962,06/13/2015,,XV,Masculino,Adulto,Disputa 3o 2,MG,,X,,Disputa 3o 2,MG,,Campeonato Mineiro - Série A,,MG,;
12963,06/13/2015,,XV,Masculino,Adulto,Torneio de Acesso 3,MG,,X,,Torneio de Acesso 3,MG,,Campeonato Mineiro - Série A,,MG,;
12964,06/13/2015,,XV,Masculino,Adulto,Curitiba,PR,,X,,Foz do Iguaçu,PR,,Campeonato Paranaense - Série A,Curitiba,PR,;
12965,06/13/2015,,XV,Masculino,Adulto,Urutau,PR,,X,,Lobo Bravo,PR,,Campeonato Paranaense - Série A,São José dos Pinhais,PR,;
12967,06/14/2015,,XV,Masculino,Adulto,Itaguaí,RJ,,x,,Volta Redonda,RJ,,Campeonato Fluminense - Série A,,RJ,;
12971,06/14/2015,,XV,Masculino,Adulto,Wallys,SP,,x,,Urutu,SP,,Campeonato Paulista - Série B,Louveira,SP,;
12972,06/14/2015,,XV,Masculino,Adulto,Abc,SP,,x,,União,SP,,Campeonato Paulista - Série C,São Paulo,SP,;
12973,06/14/2015,,XV,Masculino,Adulto,São Bento,SP,,x,,Jaguars,SP,,Campeonato Paulista - Série C,São Paulo,SP,;
12975,06/20/2015,,XV,Masculino,Adulto,Campeão 1o Turno,RS,,X,,Campeão 2o Turno,RS,,Campeonato Gaúcho - Série A,,RS,;
12976,06/20/2015,,XV,Masculino,Adulto,Osório,RS,,X,,URSM,RS,,Campeonato Gaúcho - Série B,,RS,;
12977,06/20/2015,,XV,Masculino,Adulto,Guasca,RS,,X,,Walkirians,RS,,Campeonato Gaúcho - Série B,,RS,;
12978,06/20/2015,,XV,Masculino,Adulto,Planalto,RS,,X,,Antiqua,RS,,Campeonato Gaúcho - Série B,,RS,;
12979,06/20/2015,,XV,Masculino,Adulto,Goianos,GO,,X,,Palmas,TO,,Campeonato Goiano,Goiânia,GO,;
12983,06/20/2015,,XV,Masculino,Adulto,Ilhabela,SP,,x,,Medicina,SP,,Campeonato Paulista - Série B,Ilhabela,SP,;
12986,06/20/2015,,XV,Masculino,Adulto,Templarios,SP,,x,,Ura,SP,,Campeonato Paulista - Série B,São Bernardo do Campo,SP,;
12987,06/20/2015,,XV,Masculino,Adulto,Londrina,PR,,X,,Urutau,PR,,Campeonato Paranaense - Série A,Londrina,PR,;
12989,06/21/2015,,XV,Masculino,Adulto,Lechuza,SP,,x,,Fea,SP,,Campeonato Paulista - Série B,,SP,;
12990,06/21/2015,,XV,Masculino,Adulto,Tatuapé,SP,,x,,Jequitiba,SP,,Campeonato Paulista - Série C,São Paulo,SP,;
12991,06/21/2015,,XV,Masculino,Adulto,Cougars,SP,,x,,SP Barbarians,SP,,Campeonato Paulista - Série C,Vinhedo,SP,;
12993,06/27/2015,,XV,Masculino,Adulto,Wallys,SP,,x,,Corinthians,SP,,Campeonato Paulista - Série B,Louveira,SP,;
12994,06/27/2015,,XV,Masculino,Adulto,Urutu,SP,,x,,São Carlos,SP,,Campeonato Paulista - Série B,São Paulo,SP,;
13000,06/28/2015,,XV,Masculino,Adulto,Jaguars,SP,,x,,União,SP,,Campeonato Paulista - Série C,Jaguariúna,SP,;
13002,07/04/2015,,XV,Masculino,Adulto,Walkirians,RS,,X,,URSM,RS,,Campeonato Gaúcho - Série B,,RS,;
13003,07/04/2015,,XV,Masculino,Adulto,Planalto,RS,,X,,Guasca,RS,,Campeonato Gaúcho - Série B,,RS,;
13004,07/04/2015,,XV,Masculino,Adulto,Antíqua,RS,,X,,Osório,RS,,Campeonato Gaúcho - Série B,,RS,;
13005,07/04/2015,,XV,Masculino,Adulto,2o Colocado,RJ,,x,,3o Colocado,RJ,,Campeonato Fluminense - Série B,,RJ,;
13006,07/04/2015,,XV,Masculino,Adulto,4o Colocado,RJ,,x,,5o Colocado,RJ,,Campeonato Fluminense - Série B,,RJ,;
13007,07/04/2015,,XV,Masculino,Adulto,Ilhabela,SP,,x,,Urutu,SP,,Campeonato Paulista - Série B,Ilhabela,SP,;
13011,07/04/2015,,XV,Masculino,Adulto,Piratas,SP,,x,,Abc,SP,,Campeonato Paulista - Série C,Americana,SP,;
13012,07/05/2015,,XV,Masculino,Adulto,FEA USP,SP,,x,,Templarios,SP,,Campeonato Paulista - Série B,São Paulo,SP,;
13013,07/05/2015,,XV,Masculino,Adulto,Medicina,SP,,x,,Ura,SP,,Campeonato Paulista - Série B,São Paulo,SP,;
13014,07/05/2015,,XV,Masculino,Adulto,São Bento,SP,,x,,Portuguesa,SP,,Campeonato Paulista - Série C,São Paulo,SP,;
13017,07/11/2015,,XV,Masculino,Adulto,São Jorge,SP,,x,,Medicina,SP,,Campeonato Paulista - Série B,,SP,;
13019,07/12/2015,,XV,Masculino,Adulto,União,SP,,x,,SP Barbarians,SP,,Campeonato Paulista - Série C,São Paulo,SP,;
13020,07/12/2015,,XV,Masculino,Adulto,Cougars,SP,,x,,Tatuapé,SP,,Campeonato Paulista - Série C,Jaguariúna,SP,;
13021,07/12/2015,,XV,Masculino,Adulto,Jaguars,SP,,x,,Jequitiba,SP,,Campeonato Paulista - Série C,Jaguariúna,SP,;
13022,07/18/2015,,XV,Masculino,Adulto,Osório,RS,,X,,Walkirians,RS,,Campeonato Gaúcho - Série B,,RS,;
13023,07/18/2015,,XV,Masculino,Adulto,Antíqua,RS,,X,,Guasca,RS,,Campeonato Gaúcho - Série B,,RS,;
13024,07/18/2015,,XV,Masculino,Adulto,URSM,RS,,X,,Planalto,RS,,Campeonato Gaúcho - Série B,,RS,;
13030,07/18/2015,,XV,Masculino,Adulto,V11,RJ,,x,,1o Colocado,RJ,,Campeonato Fluminense - Série B,,RJ,;
13031,07/18/2015,,XV,Masculino,Adulto,P11,RJ,,x,,V12,RJ,,Campeonato Fluminense - Série B,,RJ,;
13032,07/18/2015,,XV,Masculino,Adulto,Ura,SP,,x,,Green Sharks,SP,,Campeonato Paulista - Série B,Barueri,SP,;
13033,07/18/2015,,XV,Masculino,Adulto,FEA USP,SP,,x,,Urutu,SP,,Campeonato Paulista - Série B,São Paulo,SP,;
13034,07/18/2015,,XV,Masculino,Adulto,São Carlos,SP,,x,,Templários,SP,,Campeonato Paulista - Série B,São Carlos,SP,;
13035,07/19/2015,,XV,Masculino,Adulto,Lechuza,SP,,x,,Wally´s,SP,,Campeonato Paulista - Série B,,SP,;
13036,07/25/2015,,XV,Masculino,Adulto,Jequitibá,SP,,x,,SP Barbarians,SP,,Campeonato Paulista - Série C,Campinas,SP,;
13037,07/26/2015,,XV,Masculino,Adulto,Jaguars,SP,,x,,Abc,SP,,Campeonato Paulista - Série C,Jaguariúna,SP,;
13038,07/26/2015,,XV,Masculino,Adulto,Cougars,SP,,x,,Portuguesa,SP,,Campeonato Paulista - Série C,Jaguariúna,SP,;
13039,07/26/2015,,XV,Masculino,Adulto,União,SP,,x,,Piratas,SP,,Campeonato Paulista - Série C,Jaguariúna,SP,;
13040,08/01/2015,,XV,Masculino,Adulto,Ilhabela,SP,,x,,Wally´s,SP,,Campeonato Paulista - Série B,Ilhabela,SP,;
13042,08/01/2015,,XV,Masculino,Adulto,São Jorge,SP,,x,,Fea,SP,,Campeonato Paulista - Série B,,SP,;
13048,08/02/2015,,XV,Masculino,Adulto,Lechuza,SP,,x,,Ura,SP,,Campeonato Paulista - Série B,,SP,;
13049,08/08/2015,,XV,Masculino,Adulto,Campeão 1o Turno,RS,,X,,Campeão 2o Turno,RS,,Campeonato Gaúcho - Série B,,RS,;
13052,08/08/2015,,XV,Masculino,Adulto,São Carlos,SP,,x,,Medicina,SP,,Campeonato Paulista - Série B,São Carlos,SP,;
13053,08/08/2015,,XV,Masculino,Adulto,Jequitibá,SP,,x,,Piratas,SP,,Campeonato Paulista - Série C,Campinas,SP,;
13054,08/09/2015,,XV,Masculino,Adulto,Urutu,SP,,x,,Templarios,SP,,Campeonato Paulista - Série B,São Paulo,SP,;
13055,08/09/2015,,XV,Masculino,Adulto,Abc,SP,,x,,SP Barbarians,SP,,Campeonato Paulista - Série C,São Paulo,SP,;
13056,08/09/2015,,XV,Masculino,Adulto,Tatuapé,SP,,x,,Portuguesa,SP,,Campeonato Paulista - Série C,São Paulo,SP,;
13059,08/15/2015,,XV,Masculino,Adulto,São Jorge,SP,,x,,Green Sharks,SP,,Campeonato Paulista - Série B,,SP,;
13065,08/16/2015,,XV,Masculino,Adulto,União,SP,,x,,São Bento,SP,,Campeonato Paulista - Série C,São Paulo,SP,;
13069,08/22/2015,,XV,Masculino,Adulto,Wallys,SP,,x,,Ura,SP,,Campeonato Paulista - Série B,Louveira,SP,;
13070,08/22/2015,,XV,Masculino,Adulto,FEA USP,SP,,x,,Medicina,SP,,Campeonato Paulista - Série B,São Paulo,SP,;
13072,08/23/2015,,XV,Masculino,Adulto,Lechuza,SP,,x,,Urutu,SP,,Campeonato Paulista - Série B,,SP,;
13073,08/23/2015,,XV,Masculino,Adulto,Cougars,SP,,x,,Abc,SP,,Campeonato Paulista - Série C,Vinhedo,SP,;
13074,08/23/2015,,XV,Masculino,Adulto,Portuguesa,SP,,x,,Jaguars,SP,,Campeonato Paulista - Série C,Vinhedo,SP,;
13075,08/29/2015,,XV,Masculino,Adulto,Ilhabela,SP,,x,,São Carlos,SP,,Campeonato Paulista - Série B,Ilhabela,SP,;
13077,08/29/2015,,XV,Masculino,Adulto,Templarios,SP,,x,,Wally´s,SP,,Campeonato Paulista - Série B,São Bernardo do Campo,SP,;
13079,08/29/2015,,XV,Masculino,Adulto,Jequitibá,SP,,x,,São Bento,SP,,Campeonato Paulista - Série C,Campinas,SP,;
13084,08/30/2015,,XV,Masculino,Adulto,Tatuapé,SP,,x,,SP Barbarians,SP,,Campeonato Paulista - Série C,São Paulo,SP,;
13091,09/12/2015,,XV,Masculino,Adulto,São Carlos,SP,,x,,Fea,SP,,Campeonato Paulista - Série B,São Carlos,SP,;
